name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
"Byobu Apartment, by Bolhão Residences",476044382,Bolhão,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14772,-8.60586,Entire home/apt,79,2,0,,,7,315,0,133092/AL
Quarto Encantador na Senhora da Hora,480173169,Simple Living,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.19178038843143,-8.651809524536905,Private room,33,4,4,2022-11-21,1.52,1,180,4,104648/AL
OPS Dom Hugo - Apt. Duplex 2 Quartos Duplos,153745488,José,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1427781,-8.610741599999999,Entire home/apt,114,1,1,2022-11-04,0.68,65,247,1,90122/AL
OPC Rosário - Suite Clássica Vista Cidade,153745488,José,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15014189727341,-8.621049596295174,Private room,97,1,1,2022-11-13,0.86,65,318,1,55635/AL
Aliados Sunny Flat,130805492,Marta,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14667,-8.60903,Entire home/apt,52,2,2,2022-10-28,0.92,45,338,2,131981/AL
Cozy APT - 2 BR in Porto - WIFI ON,481089141,Wilson,PORTO,Paranhos,41.17142,-8.61832,Entire home/apt,59,2,10,2022-12-09,4.84,1,295,10,Exempt
"Savannah Apartment, by Bolhão Residences",476044382,Bolhão,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14855,-8.60659,Entire home/apt,79,2,3,2022-12-11,3.0,7,304,3,133093/AL
"Cactus Apartment, by Bolhão Residences",476044382,Bolhão,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14923,-8.60685,Entire home/apt,65,2,1,2022-12-14,1.0,7,304,1,133339/AL
"Vila Nova de Gaia, superbe appartement bien placé!",335006259,Antonio,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.137428,-8.6127194,Entire home/apt,119,2,3,2022-10-29,1.3,1,334,3,889449
Historical Penthouse at Cardosas Block,245989121,Isabel & Igor,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14516,-8.61163,Entire home/apt,278,2,9,2022-12-11,4.35,14,152,9,46525/AL
OPC Portrait - Apt. Deluxe 2 Quartos Vista Páteo,153745488,José,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1523172,-8.604732799999999,Entire home/apt,130,1,3,2022-11-01,1.18,65,279,3,125818/AL
GuestReady - Family apt with Premium View,481125344,Hugo,PORTO,Lordelo do Ouro e Massarelos,41.14979,-8.64252,Entire home/apt,80,2,4,2022-10-28,1.56,1,153,4,55201/AL
Casa Monte Beira Rio,72312686,Pedro,VILA DO CONDE,Touguinha e Touguinhó,41.37647,-8.70071,Entire home/apt,199,2,1,2022-12-02,1.0,1,265,1,109092/AL
2-Bed in Prime Location Perfect to Explore Porto,481160987,André,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14714,-8.60407,Entire home/apt,69,1,4,2022-11-28,2.79,1,337,4,Exempt
Iate privado - noite na foz do Douro,96034159,João,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.14414,-8.64787,Entire home/apt,80,1,2,2022-10-16,0.88,1,149,2,Exempt
GuestReady - Inner Peace with a Large Terrace,480293079,Vitor,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15962,-8.61268,Entire home/apt,56,2,2,2022-12-05,1.43,1,300,2,80580/AL
No Footprint Home Rooftop by YourHost,431283509,YourHost,MATOSINHOS,Matosinhos e Leça da Palmeira,41.1833898,-8.6846557,Entire home/apt,131,2,6,2022-12-01,2.61,13,256,6,120061/AL
Large Flat w/ Bar | City Center & Aliados,12730028,Host Wise,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15208,-8.61234,Entire home/apt,74,1,2,2022-11-06,0.91,190,325,2,101953/AL
Modern Bright Studio w/ Terrace | Walk Everywhere,12730028,Host Wise,PORTO,Lordelo do Ouro e Massarelos,41.14997,-8.62318,Entire home/apt,52,1,3,2022-10-29,1.55,190,361,3,108645/AL
Duke Relaxing Apartment with free parking,481168692,Duque,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1440608,-8.6049284,Entire home/apt,79,5,4,2022-11-04,1.97,1,352,4,132757/AL
Loios -Adorável apartamento no centro histórico,474553023,Lourena,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14502,-8.61101,Entire home/apt,74,3,1,2022-11-26,1.0,12,365,1,655888/AL
Double room at Catalonia Porto 4* Hotel,480311127,Catalonia Porto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14526,-8.60626,Private room,76,1,2,2022-12-01,2.0,3,364,2,8790
2-Bed in Prime Location Perfect to Explore Porto,481169969,André,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14838,-8.60299,Entire home/apt,69,1,2,2022-11-16,1.67,1,346,2,Exempt
Luís I Apartment - Casa do Bessa by JARS,124472632,João,PORTO,Ramalde,41.1614422,-8.6411024,Entire home/apt,104,1,3,2022-11-04,1.17,22,363,3,129783/AL
Precioso apartamento familiar en Oporto.,338973566,Acta The Avenue,PORTO,Bonfim,41.15056,-8.59653,Private room,4000,1,0,,,3,365,0,Exempt
Quarto encantador com lareira interior,286718437,Miguel,PORTO,Paranhos,41.18025,-8.58082,Private room,19,1,4,2022-11-27,1.74,5,259,4,Exempt
Apart w/balcony to the sea / Caxinas / waterfront,49318236,Ana,VILA DO CONDE,Vila do Conde,41.36110077982885,-8.757872432470322,Entire home/apt,90,1,0,,,5,361,0,132186/AL
31 Janeiro 157 - Stylish 1BR w/ AC & Balcony by LovelyStay,482051745,Roee-Ben,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14582,-8.60786,Entire home/apt,45,2,2,2022-10-26,1.05,1,261,2,132374/AL
GuestReady - Palacio Garden 17,481242902,Hugo,PORTO,Lordelo do Ouro e Massarelos,41.14949,-8.6281,Entire home/apt,32,2,3,2022-11-29,1.18,1,248,3,79714/AL
OPC Rosário - Suite Deluxe Varanda Vista Jardim,153745488,José,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1503681,-8.6211998,Private room,113,1,0,,,65,316,0,55635/AL
OPC Rosário - Suite Superior Vista Cidade,153745488,José,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1503681,-8.6211998,Private room,123,1,0,,,65,296,0,55635/AL
OPC Rosário - Suite Premium Varanda Vista Jardim,153745488,José,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1503681,-8.6211998,Private room,105,1,1,2022-10-30,0.61,65,321,1,55635/AL
Oporto Grace City 3,148853799,Oporto Grace City,PORTO,Campanhã,41.15999,-8.59116,Entire home/apt,114,1,0,,,4,292,0,92256/AL
OPC Rosário - Suite Standard Vista Cidade,153745488,José,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1503681,-8.6211998,Private room,96,1,0,,,65,318,0,55635/AL
OPC Rosário - Suite Superior Varanda Vista Jardim,153745488,José,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1503681,-8.6211998,Private room,129,1,0,,,65,318,0,55635/AL
Apartamento em Guesthouse com jardim e piscina,480403712,Sara,PORTO,Campanhã,41.1531,-8.57307,Entire home/apt,61,2,9,2022-11-24,3.55,1,362,9,132475/AL
GuestReady - Sleek Monochromatic in Bonfim,480408238,Hugo,PORTO,Bonfim,41.1502,-8.59149,Entire home/apt,57,1,2,2022-10-30,0.98,1,284,2,132116/AL
OPC Rosário - Quarto Duplo Económico Terraço,153745488,José,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1503681,-8.6211998,Private room,89,1,0,,,65,0,0,55635/AL
Moradia Porto,56239917,Ana,PORTO,Ramalde,41.16738,-8.63327,Entire home/apt,56,1,0,,,1,362,0,134696/AL
Brand new apartment next to Rivoli Theatre!,71506208,Carolina,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1483881,-8.609692299999999,Entire home/apt,43,1,6,2022-11-27,3.27,35,208,6,128078/AL
Bright Quiet Flat | Terrace,12730028,Host Wise,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15901,-8.60758,Entire home/apt,60,1,3,2022-11-02,1.13,190,291,3,15625/AL
Central Roomy Flat | Terrace,12730028,Host Wise,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15998,-8.60862,Entire home/apt,63,1,0,,,190,313,0,97515/AL
Cozy Blazing Flat | Ace Location,12730028,Host Wise,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15978,-8.60909,Entire home/apt,51,1,1,2022-10-03,0.4,190,365,1,97515/AL
31 Janeiro 157 - Delightful 1BR Flat w/ AC & Balcony by LovelyStay,482061131,Aviad,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14504,-8.60749,Entire home/apt,58,2,2,2022-10-21,0.9,1,240,2,132582/AL
Flat with swimming pool near the Port wine cellars,443257370,Homestoo,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13364,-8.61101,Entire home/apt,41,2,2,2022-10-16,0.87,17,179,2,127613/AL
Room with terrace at Catalonia Porto 4* Hotel,480311127,Catalonia Porto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14441,-8.60436,Private room,87,1,0,,,3,361,0,8790
31 Janeiro 157 - Charming 1BR Flat w/ AC & Balcony by LovelyStay,482067080,Rotem,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14571,-8.60763,Entire home/apt,34,2,4,2022-11-25,1.94,1,254,4,132663/AL
Guest Family - Ponte Dom Luiz,473492416,Alcir,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16084,-8.61015,Private room,32,1,3,2022-10-24,1.36,6,58,3,82653/AL
Family Trindade Flat,88204895,Tomas,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15421,-8.60704,Entire home/apt,62,1,0,,,26,310,0,95745/AL
"Country house, a refuge next to the Douro River.",43193423,Marisa,GONDOMAR,Melres e Medas,41.05476,-8.44384,Entire home/apt,130,2,9,2022-12-03,4.43,1,314,9,Exempt
Nomad's Family - 2BED Casa da Música,164595585,Nomad City Flats,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16149,-8.63155,Entire home/apt,95,1,2,2022-10-09,0.82,38,354,2,131601/AL
Oporto Yellow Apartments - New Flat With Parking,70050327,Alexandra,PORTO,Lordelo do Ouro e Massarelos,41.15494,-8.63089,Entire home/apt,78,1,2,2022-10-11,0.85,7,341,2,123619/AL
Captivating Adorable Flat | Terrace,12730028,Host Wise,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16024,-8.60881,Entire home/apt,63,1,1,2022-09-25,0.36,190,304,1,15621/AL
Trendy Precious Flat | Terrace,12730028,Host Wise,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16032,-8.60946,Entire home/apt,60,1,3,2022-11-26,1.25,190,291,3,15622/AL
Spacious Sunny Flat | Terrace,12730028,Host Wise,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15873,-8.60874,Entire home/apt,51,1,2,2022-10-18,0.78,190,364,2,15624/AL
Family room at Catalonia Porto 4* Hotel,480311127,Catalonia Porto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1467,-8.60618,Private room,137,1,0,,,3,356,0,8790
GuestReady - Confort Apply,259657219,Francisco E Sara,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16445,-8.63009,Entire home/apt,80,1,1,2022-11-30,1.0,1,288,1,93770/AL
Newly Decorated 2BR Flat w/ Free Parking by LovelyStay,481119191,Bruno,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.12484,-8.61665,Entire home/apt,48,2,3,2022-11-19,2.14,1,259,3,106589/AL
GuestReady - Cozy Boavista Studio 1B,2511351,María José & Facundo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15914,-8.62835,Entire home/apt,60,1,3,2022-12-06,3.0,9,270,3,15557/AL
Liiiving in Porto - Foz Seaside Design,30907275,Liiiving,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.151,-8.67593,Entire home/apt,88,2,3,2022-11-27,1.43,113,360,3,105838/AL
Family Porto,139110639,Ruis,PORTO,Bonfim,41.14878,-8.58946,Entire home/apt,494,2,0,,,59,365,0,133778/AL
Robur House - Casa alegre com jacuzzi,69541709,Maria João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1654221,-8.6225265,Entire home/apt,85,3,5,2022-12-11,2.05,2,322,5,132341/AL
Superbe cottage avec piscine et jardin,482165061,Recanto,SANTO TIRSO,Monte Córdova,41.33136024679988,-8.417975494195566,Entire home/apt,300,2,0,,,1,362,0,128154/AL
Deluxe Central Flat | Terrace,12730028,Host Wise,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15898,-8.60909,Entire home/apt,62,1,1,2022-10-23,0.55,190,350,1,18033/AL
Peaceful Roomy Flat | Terrace,12730028,Host Wise,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15897,-8.60898,Entire home/apt,54,1,3,2022-11-03,1.17,190,365,3,18028/AL
Guest H4U - Povoa Holidays,5639436,Isa,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.38181598660272,-8.765684423942568,Entire home/apt,113,7,0,,,16,168,0,126707/AL
Apartamento T1 no centro do Porto Rua da Alegria,480422759,Francesco,PORTO,Bonfim,41.1555,-8.60145,Entire home/apt,38,30,1,2022-12-01,1.0,1,0,1,Exempt
Quarto de ficar e se encantar/ Amazing room2live,287088589,Allan E Ewerton,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.12931,-8.62125,Private room,3299,1,3,2022-10-14,1.3,2,359,3,Exempt
Porto Box by LovelyStay,482196710,Bruno,PORTO,Campanhã,41.15987,-8.59152,Entire home/apt,37,2,2,2022-11-18,0.95,1,228,2,48318/AL
Big Dreams Al,315850072,Bookiply,VILA DO CONDE,Rio Mau e Arcos,41.39744992842833,-8.687898664350769,Entire home/apt,470,1,0,,,6,360,0,117892
Large 1-bedroom apartment with garden access,159355723,Outsite,PORTO,Bonfim,41.14299,-8.59767,Entire home/apt,82,1,0,,,3,318,0,51357/AL
Apartamento Bela Vista em Vila Nova de Gaia,8759912,Ana,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.1365716,-8.610779599999999,Entire home/apt,68,2,5,2022-12-05,1.76,1,236,5,132438/AL
GuestReady - The Other Side,482499419,Hugo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14968,-8.61749,Entire home/apt,65,1,3,2022-12-09,3.0,1,290,3,127670/AL
GuestReady - Beach Park w/ Pool,480433370,Paulo,VILA DO CONDE,Vila do Conde,41.3488,-8.74559,Entire home/apt,200,4,1,2022-10-31,0.64,1,300,1,125658/AL
Bainharia Oporto Historic Centre Studio Apartment,482227152,Óscar,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1432097,-8.6125101,Entire home/apt,99,3,1,2022-10-09,0.43,1,351,1,103844/AL
OPC Mouzinho - Apt. Standard 1 Quarto,153745488,José,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1436292,-8.6132467,Entire home/apt,86,1,1,2022-10-09,0.43,65,300,1,115930/AL
FT169 | Top Location 2-Bed Perfect 2explore Porto,480446473,Duarte,PORTO,Bonfim,41.14972,-8.60128,Entire home/apt,69,1,6,2022-11-26,2.14,1,350,6,132328/AL
As Vizinhas - Faustina Junior,437125084,Teresa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14604,-8.61397,Entire home/apt,108,1,1,2022-10-15,0.47,5,286,1,131447/AL
Black Bird Apartment Porto,462190761,Wonderexperience,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.153005,-8.608371,Entire home/apt,96,2,10,2022-12-12,5.36,3,288,10,120745/AL
Mouzinho Encantador apartamento,474553023,Lourena,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14293,-8.61283,Entire home/apt,47,1,1,2022-10-14,0.46,12,364,1,Exempt
Apartamento no coração da cidade,476993130,A Window To Porto Apartments,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14391,-8.60772,Entire home/apt,41,3,3,2022-11-08,1.43,2,352,3,12241/AL
House with several patios in front of Douro River,84293138,Dalila,PORTO,Bonfim,41.14296,-8.59978,Entire home/apt,94,2,6,2022-10-29,2.17,1,365,6,1416104
Porto Sé Classic Terrace Apartment,217922612,Geoatlântico,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14292945914479,-8.609727520237737,Entire home/apt,63,2,2,2022-12-03,0.87,11,360,2,132309/AL
"Skyline Cosy House, Downtown Porto near metro",92797951,Claudia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14486,-8.60984,Entire home/apt,56,1,17,2022-12-01,7.39,31,147,17,28835/AL
Youropo - Downtown 2a,16922131,YourOpo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15029,-8.60724,Entire home/apt,79,1,0,,,86,358,0,131850/AL
Youropo - Downtown 3c,16922131,YourOpo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15029,-8.60721,Entire home/apt,63,1,0,,,86,362,0,131858/AL
Barco com grandes áreas interiores e exteriores,247397789,Sandra,PORTO,Campanhã,41.14122,-8.57537,Entire home/apt,750,2,0,,,1,365,0,Exempt
Youropo - Downtown 4a,16922131,YourOpo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1491,-8.60574,Entire home/apt,93,1,0,,,86,365,0,131861/AL
C2 Adorável Apartamento histórico,474553023,Lourena,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16162,-8.61793,Entire home/apt,63,1,9,2022-11-28,4.22,12,357,9,Exempt
OPC Mouzinho - Apt. Superior 1 Quarto,153745488,José,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1436292,-8.6132467,Entire home/apt,90,1,2,2022-10-16,0.77,65,299,2,115929/AL
Restful Flat,399054166,Paulo,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13536,-8.60865,Entire home/apt,53,2,1,2022-11-01,0.64,12,180,1,46930/AL
OPC Mouzinho - Apt. Premium 1 Quarto,153745488,José,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1436292,-8.6132467,Entire home/apt,94,1,1,2022-10-23,0.54,65,289,1,115928/AL
Pool | Kitchenette | City Center | MyStay,372064618,MyStay Porto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14896,-8.60493,Entire home/apt,55,1,0,,,18,299,0,75641/AL
OPC Mouzinho - Apt. Deluxe 1 Quarto,153745488,José,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1436292,-8.6132467,Entire home/apt,98,1,1,2022-10-20,0.51,65,294,1,115926/AL
Wonderful new apartment @ Rivoli,71506208,Carolina,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1483881,-8.609692299999999,Entire home/apt,64,1,8,2022-11-27,4.29,35,191,8,128078/AL
*Sunrise Attic Almada* Charming and Best Location,13273847,Ana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1503707,-8.6122333,Entire home/apt,51,2,15,2022-12-11,7.76,2,325,15,131151/AL
A Friendly Space in the City Center of Porto,1674943,Michael,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15234,-8.61777,Private room,21,1,6,2022-12-07,2.73,5,66,6,132723/AL
New! Happy spot by Upperground,101542522,Upperground,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1501954,-8.604266899999999,Entire home/apt,51,2,5,2022-11-20,2.94,20,347,5,73010/AL
Casa do Sobrado em Arouca,480491390,Isabel,AROUCA,Cabreiros e Albergaria da Serra,40.86928948561668,-8.276396027222836,Entire home/apt,88,1,0,,,1,365,0,132423/AL
A Friendly Space in the City Center of Porto,1674943,Michael,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15222,-8.6188,Private room,23,1,5,2022-11-28,4.29,5,78,5,132723/AL
Casa Delfim Dezoito,130004637,Francisco,PORTO,Paranhos,41.17213,-8.60955,Entire home/apt,40,1,6,2022-11-03,2.73,24,224,6,113817/AL
All brand new @Rivoli Theatre,71506208,Carolina,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1483881,-8.609692299999999,Entire home/apt,47,1,5,2022-12-05,2.88,35,211,5,129506/AL
OPC Mouzinho - Apt. Standard Cama Casal e Solteiro,153745488,José,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1436292,-8.6132467,Entire home/apt,98,1,2,2022-11-01,0.85,65,305,2,115925/AL
OPC Mouzinho - Apt. Superior Cama Casal e Solteiro,153745488,José,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1436292,-8.6132467,Entire home/apt,101,1,1,2022-10-19,0.5,65,330,1,115924/AL
"""Bonsai Apartment IIII""",429418218,Bonsai,PORTO,Bonfim,41.1501098,-8.6012485,Entire home/apt,53,2,1,2022-10-28,0.59,4,356,1,101787/AL
A Friendly Space in the City Center of Porto,1674943,Michael,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1526,-8.61902,Private room,23,1,0,,,5,73,0,132723/AL
A Friendly Space in the City Center of Porto,1674943,Michael,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15091,-8.61716,Private room,25,1,6,2022-12-09,3.75,5,68,6,132723/AL
São Vitor Studio w/ Patio by LovelyStay,46437461,Eran,PORTO,Bonfim,41.14292,-8.59693,Entire home/apt,33,2,2,2022-10-31,0.87,6,259,2,133629/AL
OPC Mouzinho - Apt. Premium Cama Casal e Solteiro,153745488,José,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14251,-8.61381,Entire home/apt,105,1,6,2022-11-19,2.77,65,292,6,115923/AL
Central Duplex House w/ Terrace | Jardim do Morro,12730028,Host Wise,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13528,-8.60595,Entire home/apt,129,1,1,2022-11-01,0.65,190,329,1,133184/AL
"Quarto casal em Hostel, excelente localização.",483580826,Porto,PORTO,Bonfim,41.15017,-8.59815,Private room,36,1,0,,,2,259,0,93124/AL
A Friendly Space in the City Center of Porto,1674943,Michael,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15089,-8.61889,Private room,24,1,2,2022-12-13,2.0,5,72,2,132723/AL
Feel Porto Downtown Charming Apartment Ii,2228036,Rui,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15151,-8.60639,Entire home/apt,113,1,0,,,86,320,0,81083/AL
Pool | Online Check In | Kitchenette | MyStay,372064618,MyStay Porto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14719,-8.60476,Private room,55,1,0,,,18,340,0,75641/AL
Cedofeita Charming Flat,482497080,Jony,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15244,-8.61816,Entire home/apt,60,3,0,,,1,7,0,129858/AL
Unique flat very central @Rivoli,71506208,Carolina,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1483881,-8.609692299999999,Entire home/apt,51,1,0,,,35,208,0,129506/AL
Amazing flat next to Rivoli,71506208,Carolina,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1483881,-8.609692299999999,Entire home/apt,51,1,3,2022-11-23,1.96,35,205,3,129506/AL
The Douro Hills with pool,431667052,Ana,VILA NOVA DE GAIA,Oliveira do Douro,41.1330355,-8.598514,Entire home/apt,49,2,7,2022-12-16,3.44,1,353,7,131717/AL
FLH Porto Santa Catarina Cosy Flat,3953109,Feels Like Home,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15643,-8.60495,Entire home/apt,54,1,1,2022-10-16,0.48,85,349,1,111928/AL
Porto Design Apartment R,452918929,V.U.L,PORTO,Bonfim,41.14258,-8.59811,Entire home/apt,43,1,0,,,56,355,0,105339/AL
"Bicycle Luxury House, parking, downtown near metro",92797951,Claudia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14748,-8.60456,Entire home/apt,53,1,12,2022-12-04,5.37,31,141,12,130311/AL
Rustic Roomy Flat | Cais de Gaia,12730028,Host Wise,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13646,-8.61238,Entire home/apt,86,1,0,,,190,0,0,122561/AL
Casa Paradiso by LovelyStay,483583811,Charlotte,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15785,-8.6086,Entire home/apt,84,2,2,2022-11-20,1.76,1,231,2,129515/AL
Splendor - quarto em casa de campo com piscina,463660524,The VALLEY,VALE DE CAMBRA,Roge,40.85167,-8.35717,Private room,136,7,0,,,7,283,0,122941/AL
Mystic - quarto em casa de campo com piscina,463660524,The VALLEY,VALE DE CAMBRA,Roge,40.852193,-8.357855,Private room,109,7,0,,,7,283,0,122941/AL
2 bedrooms appartement with furnished terrace and wifi at Vila do Conde - 5 km away from the beach,432570975,"Loic, Estelle And Co",VILA DO CONDE,Vila do Conde,41.36944,-8.75715,Entire home/apt,58,1,0,,,1,365,0,66378/AL
Allium Porto Center,26373030,Inês,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1490702,-8.6099307,Entire home/apt,46,2,4,2022-12-11,2.18,3,17,4,130885/AL
Simple Private Houses | Center,12730028,Host Wise,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15063,-8.62093,Entire home/apt,900,1,0,,,190,291,0,38316/AL
New! Happy Place at Porto by Upperground,101542522,Upperground,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1501954,-8.604266899999999,Entire home/apt,62,2,6,2022-12-10,4.62,20,352,6,73010/AL
